"table_schema","table_name","column_name","data_type","is_nullable","column_default","foreign_table","foreign_column"
"public","users","activationtokenexpiry","timestamp without time zone","YES",,,
"public","vendors","id","character varying","NO",,,
"public","vendors","companyId","character varying","NO",,,
"public","vendors","title","character varying","YES",,,
"public","vendors","firstName","character varying","YES",,,
"public","vendors","middleName","character varying","YES",,,
"public","vendors","lastName","character varying","YES",,,
"public","vendors","suffix","character varying","YES",,,
"public","vendors","company","character varying","YES",,,
"public","vendors","displayName","character varying","NO",,,
"public","vendors","printOnCheck","character varying","YES",,,
"public","vendors","address","character varying","YES",,,
"public","vendors","city","character varying","YES",,,
"public","vendors","state","character varying","YES",,,
"public","vendors","zipCode","character varying","YES",,,
"public","vendors","country","character varying","YES",,,
"public","vendors","email","character varying","YES",,,
"public","vendors","phone","character varying","YES",,,
"public","vendors","mobile","character varying","YES",,,
"public","vendors","fax","character varying","YES",,,
"public","vendors","other","character varying","YES",,,
"public","vendors","website","character varying","YES",,,
"public","vendors","billingRate","numeric","YES",,,
"public","vendors","terms","character varying","YES",,,
"public","vendors","openingBalance","numeric","YES",,,
"public","vendors","balanceAsOf","date","YES",,,
"public","vendors","accountNumber","character varying","YES",,,
"public","vendors","taxId","character varying","YES",,,
"public","vendors","trackPaymentsFor1099","boolean","YES","false",,
"public","vendors","isActive","boolean","YES","true",,
"public","vendors","createdAt","timestamp without time zone","YES","CURRENT_TIMESTAMP",,
"public","vendors","updatedAt","timestamp without time zone","YES","CURRENT_TIMESTAMP",,
